id_documento;tipo_documento;folio;id_cliente;id_vendedor;id_condicion;linea_negocio;fecha_emision;fecha_vencimiento;moneda;monto_neto;monto_iva;monto_total;estado_sii;centro_costo
DOC-2024-00574;FAC;100181;CL0129;V007;CP30;FOODSERVICE;2024-12-17;2025-01-16;CLP;7598947;1443800;9042747;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00677;FAC;100278;CL0177;V005;CP45;FOODSERVICE;2024-12-17;2025-01-31;CLP;10342445;1965065;12307510;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00678;FAC;100279;CL0124;V006;CP45;FOODSERVICE;2024-12-17;2025-01-16;CLP;7583761;1440915;9024676;ACEPTADO;PLANTA_CORONEL
DOC-2024-00791;FAC;100385;CL0082;V006;CP30;FOODSERVICE;2024-12-17;2025-01-16;CLP;4842491;920073;5762564;ACEPTADO;PLANTA_CORONEL
DOC-2024-01873;FAC;101378;CL0245;V011;CP60;RETAIL;2024-12-17;2025-02-15;CLP;12632150;2400108;15032258;ACEPTADO;CD_SANTIAGO
DOC-2024-00155;FEX;50155;CL0032;V002;CP120;EXPORTACION;2024-12-18;2025-04-17;USD;125241.81;0;125241.81;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00393;FAC;100009;CL0090;V007;CP45;FOODSERVICE;2024-12-18;2025-02-01;CLP;10649000;2023310;12672310;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00939;FAC;100519;CL0202;V005;CP45;FOODSERVICE;2024-12-18;2025-02-01;CLP;6810893;1294070;8104963;ACEPTADO;PLANTA_CORONEL
DOC-2024-01178;FAC;100732;CL0175;V008;CP45;FOODSERVICE;2024-12-18;2025-02-01;CLP;935588;177762;1113350;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01429;FAC;100967;CL0118;V007;CP30;FOODSERVICE;2024-12-18;2025-01-17;CLP;5462895;1037950;6500845;ACEPTADO;PLANTA_CORONEL
DOC-2024-01770;FAC;101282;CL0258;V009;CP90;RETAIL;2024-12-18;2025-03-18;CLP;5292081;1005495;6297576;ACEPTADO;CD_SANTIAGO
DOC-2024-00104;FEX;50104;CL0034;V004;CP120;EXPORTACION;2024-12-19;2025-04-18;USD;47936.89;0;47936.89;ACEPTADO;PLANTA_QUELLON
DOC-2024-00575;FAC;100182;CL0154;V005;CP30;FOODSERVICE;2024-12-19;2025-01-18;CLP;315517;59948;375465;ACEPTADO;CD_SANTIAGO
DOC-2024-00694;FAC;100293;CL0214;V008;CP45;FOODSERVICE;2024-12-19;2025-02-02;CLP;3077641;584752;3662393;ACEPTADO;CD_SANTIAGO
DOC-2024-01028;FAC;100600;CL0147;V005;CP00;FOODSERVICE;2024-12-19;2024-12-19;CLP;7851028;1491695;9342723;ACEPTADO;CD_SANTIAGO
DOC-2024-01284;FAC;100832;CL0209;V006;CP45;FOODSERVICE;2024-12-19;2025-02-02;CLP;5571085;1058506;6629591;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01289;FAC;100837;CL0161;V005;CP30;FOODSERVICE;2024-12-19;2025-01-18;CLP;8063299;1532027;9595326;ACEPTADO;PLANTA_CORONEL
DOC-2024-01338;FAC;100882;CL0105;V006;CP30;FOODSERVICE;2024-12-19;2025-01-18;CLP;4821454;916076;5737530;ACEPTADO;PLANTA_CORONEL
DOC-2024-01693;FAC;101213;CL0280;V010;CP45;RETAIL;2024-12-19;2025-02-02;CLP;7723471;1467459;9190930;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01956;FAC;101452;CL0237;V011;CP45;RETAIL;2024-12-19;2025-02-02;CLP;20607228;3915373;24522601;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01961;FAC;101456;CL0270;V012;CP45;RETAIL;2024-12-19;2025-02-02;CLP;12053720;2290207;14343927;ACEPTADO;CD_SANTIAGO
DOC-2024-00151;FEX;50151;CL0032;V002;CP90;EXPORTACION;2024-12-20;2025-03-20;USD;216403.55;0;216403.55;ACEPTADO;PLANTA_CALDERA
DOC-2024-00182;FEX;50182;CL0012;V004;CP90;EXPORTACION;2024-12-20;2025-03-20;USD;40975.11;0;40975.11;ACEPTADO;PLANTA_CORONEL
DOC-2024-00501;FAC;100112;CL0193;V008;CP45;FOODSERVICE;2024-12-20;2025-04-04;CLP;21640081;4111615;25751696;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00680;FAC;100281;CL0144;V006;CP30;FOODSERVICE;2024-12-20;2025-01-19;CLP;2494110;473881;2967991;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00792;FAC;100386;CL0209;V006;CP00;FOODSERVICE;2024-12-20;2025-01-04;CLP;930644;176822;1107466;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00935;FAC;100515;CL0217;V007;CP00;FOODSERVICE;2024-12-20;2024-12-20;CLP;4314948;819840;5134788;ACEPTADO;CD_SANTIAGO
DOC-2024-00967;FAC;100546;CL0112;V008;CP45;FOODSERVICE;2024-12-20;2025-02-03;CLP;3130274;594752;3725026;ACEPTADO;CD_SANTIAGO
DOC-2024-01003;FAC;100579;CL0193;V008;CP30;FOODSERVICE;2024-12-20;2025-01-19;CLP;89582144;17020607;106602751;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01047;FAC;100618;CL0111;V008;CP45;FOODSERVICE;2024-12-20;2025-02-03;CLP;1566685;297670;1864355;ACEPTADO;PLANTA_CORONEL
DOC-2024-01247;FAC;100798;CL0201;V005;CP30;FOODSERVICE;2024-12-20;2025-01-19;CLP;4733159;899300;5632459;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01259;FAC;100808;CL0110;V008;CP30;FOODSERVICE;2024-12-20;2025-01-19;CLP;6905601;1312064;8217665;ACEPTADO;PLANTA_CORONEL
DOC-2024-01385;FAC;100924;CL0097;V007;CP60;FOODSERVICE;2024-12-20;2025-02-18;CLP;904146;171788;1075934;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01401;FAC;100940;CL0110;V008;CP30;FOODSERVICE;2024-12-20;2025-01-19;CLP;2121871;403155;2525026;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01458;FAC;100993;CL0161;V005;CP60;FOODSERVICE;2024-12-20;2025-02-18;CLP;13950746;2650642;16601388;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01504;FAC;101034;CL0074;V007;CP30;FOODSERVICE;2024-12-20;2025-01-19;CLP;7587334;1441593;9028927;ACEPTADO;PLANTA_CORONEL
DOC-2024-01521;FAC;101050;CL0202;V005;CP30;FOODSERVICE;2024-12-20;2025-01-19;CLP;3787354;719597;4506951;ACEPTADO;PLANTA_CORONEL
DOC-2024-01797;FAC;101306;CL0288;V010;CP30;RETAIL;2024-12-20;2025-01-19;CLP;20137615;3826147;23963762;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01912;FAC;101414;CL0288;V010;CP45;RETAIL;2024-12-20;2025-02-03;CLP;23099095;4388828;27487923;ACEPTADO;PLANTA_CORONEL
DOC-2024-01933;FAC;101433;CL0321;V010;CP30;RETAIL;2024-12-20;2025-01-19;CLP;14212081;2700295;16912376;ACEPTADO;CD_SANTIAGO
DOC-2024-01989;FEE;8125;CL0245;V011;CP60;RETAIL;2024-12-20;2025-02-18;CLP;11728014;0;11728014;ACEPTADO;PLANTA_CORONEL
DOC-2024-00267;FEX;50267;CL0014;V003;CP90;EXPORTACION;2024-12-23;2025-03-23;USD;26484.11;0;26484.11;ACEPTADO;PLANTA_CORONEL
DOC-2024-00406;FAC;100022;CL0210;V005;CP30;FOODSERVICE;2024-12-23;2025-01-22;CLP;4096658;778365;4875023;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00743;FAC;100341;CL0182;V008;CP45;FOODSERVICE;2024-12-23;2025-02-06;CLP;6383045;1212779;7595824;ACEPTADO;CD_SANTIAGO
DOC-2024-01015;FAC;100590;CL0161;V005;CP30;FOODSERVICE;2024-12-23;2025-01-22;CLP;17619570;3347718;20967288;ACEPTADO;CD_SANTIAGO
DOC-2024-01529;FAC;101058;CL0162;V007;CP45;FOODSERVICE;2024-12-23;2025-02-06;CLP;3429745;651652;4081397;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01593;FAC;101120;CL0130;V008;CP45;FOODSERVICE;2024-12-23;2025-02-06;CLP;3048977;579306;3628283;ACEPTADO;PLANTA_CORONEL
DOC-2024-01675;FAC;101199;CL0311;V012;CP45;RETAIL;2024-12-23;2025-02-06;CLP;21881812;4157544;26039356;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01774;FAC;101286;CL0279;V010;CP60;RETAIL;2024-12-23;2025-02-21;CLP;113214611;21510776;134725387;ACEPTADO;CD_SANTIAGO
DOC-2024-00025;FEX;50025;CL0032;V002;CP60;EXPORTACION;2024-12-24;2025-02-22;USD;166497.85;0;166497.85;ACEPTADO;PLANTA_QUELLON
DOC-2024-00076;FEX;50076;CL0039;V001;CP60;EXPORTACION;2024-12-24;2025-02-22;USD;86457.61;0;86457.61;ACEPTADO;PLANTA_CALDERA
DOC-2024-00139;FEX;50139;CL0062;V004;CP60;EXPORTACION;2024-12-24;2025-02-22;USD;27765.27;0;27765.27;ACEPTADO;PLANTA_CORONEL
DOC-2024-00469;FAC;100083;CL0215;V008;CP30;FOODSERVICE;2024-12-24;2025-01-23;CLP;8434681;1602589;10037270;ACEPTADO;CD_SANTIAGO
DOC-2024-00921;FAC;100503;CL0215;V008;CP30;FOODSERVICE;2024-12-24;2025-01-23;CLP;11152290;2118935;13271225;ACEPTADO;PLANTA_CORONEL
DOC-2024-01104;FAC;100666;CL0178;V008;CP30;FOODSERVICE;2024-12-24;2025-01-23;CLP;3369403;640187;4009590;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01171;FAC;100725;CL0118;V007;CP45;FOODSERVICE;2024-12-24;2025-02-07;CLP;22348402;4246196;26594598;ACEPTADO;PLANTA_CORONEL
DOC-2024-01332;FAC;100877;CL0123;V006;CP30;FOODSERVICE;2024-12-24;2025-01-23;CLP;19677098;3738649;23415747;ACEPTADO;PLANTA_CORONEL
DOC-2024-01367;FAC;100909;CL0171;V008;CP45;FOODSERVICE;2024-12-24;2025-02-07;CLP;3164641;601282;3765923;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01464;FAC;100999;CL0172;V005;CP45;FOODSERVICE;2024-12-24;2025-02-07;CLP;4937533;938131;5875664;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01854;FAC;101360;CL0226;V009;CP90;RETAIL;2024-12-24;2025-03-24;CLP;10042940;1908159;11951099;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00074;FEX;50074;CL0032;V002;CP120;EXPORTACION;2024-12-26;2025-04-25;USD;292296.61;0;292296.61;ACEPTADO;PLANTA_CALDERA
DOC-2024-00347;FEX;50347;CL0032;V002;CP90;EXPORTACION;2024-12-26;2025-03-26;USD;93281.8;0;93281.8;ACEPTADO;PLANTA_CALDERA
DOC-2024-00384;FAC;100001;CL0156;V008;CP00;FOODSERVICE;2024-12-26;2024-12-26;CLP;5842237;1110025;6952262;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00635;FAC;100239;CL0143;V006;CP45;FOODSERVICE;2024-12-26;2025-02-09;CLP;12326417;2342019;14668436;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00683;FAC;100284;CL0202;V005;CP30;FOODSERVICE;2024-12-26;2025-01-25;CLP;6428475;1221410;7649885;ACEPTADO;PLANTA_CORONEL
DOC-2024-00971;FAC;100549;CL0177;V005;CP30;FOODSERVICE;2024-12-26;2025-01-25;CLP;17811811;3384244;21196055;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01375;FAC;100916;CL0097;V007;CP45;FOODSERVICE;2024-12-26;2025-02-09;CLP;5786862;1099504;6886366;ACEPTADO;PLANTA_CORONEL
DOC-2024-00049;FEX;50049;CL0056;V002;CP60;EXPORTACION;2024-12-27;2025-02-25;USD;73594.79;0;73594.79;ACEPTADO;PLANTA_CORONEL
DOC-2024-00050;FEX;50050;CL0028;V001;CP90;EXPORTACION;2024-12-27;2025-03-27;USD;12134.77;0;12134.77;ACEPTADO;PLANTA_CALDERA
DOC-2024-00111;FEX;50111;CL0051;V001;CP60;EXPORTACION;2024-12-27;2025-02-25;USD;74558.69;0;74558.69;ACEPTADO;PLANTA_QUELLON
DOC-2024-00149;FEX;50149;CL0056;V002;CP60;EXPORTACION;2024-12-27;2025-02-25;USD;58803.05;0;58803.05;ACEPTADO;PLANTA_CORONEL
DOC-2024-00200;FEX;50200;CL0017;V003;CP90;EXPORTACION;2024-12-27;2025-03-27;USD;9634.15;0;9634.15;ACEPTADO;PLANTA_CORONEL
DOC-2024-00268;FEX;50268;CL0018;V003;CP60;EXPORTACION;2024-12-27;2025-02-25;USD;38947.78;0;38947.78;ACEPTADO;PLANTA_CALDERA
DOC-2024-00362;FEX;50362;CL0014;V003;CP120;EXPORTACION;2024-12-27;2025-04-26;USD;79624.75;0;79624.75;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00521;FAC;100130;CL0132;V005;CP30;FOODSERVICE;2024-12-27;2025-01-26;CLP;1821707;346124;2167831;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00616;FAC;100221;CL0184;V005;CP60;FOODSERVICE;2024-12-27;2025-02-25;CLP;6049741;1149451;7199192;ACEPTADO;CD_SANTIAGO
DOC-2024-00776;FAC;100370;CL0198;V006;CP60;FOODSERVICE;2024-12-27;2025-02-25;CLP;3705651;704074;4409725;ANULADO;CD_SANTIAGO
DOC-2024-00966;FAC;100545;CL0181;V008;CP30;FOODSERVICE;2024-12-27;2025-01-26;CLP;6424408;1220638;7645046;ACEPTADO;CD_SANTIAGO
DOC-2024-00978;FAC;100555;CL0193;V008;CP60;FOODSERVICE;2024-12-27;2025-02-25;CLP;7548933;1434297;8983230;ACEPTADO;PLANTA_CORONEL
DOC-2024-01255;FAC;100805;CL0120;V007;CP60;FOODSERVICE;2024-12-27;2025-02-25;CLP;12506607;2376255;14882862;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01261;FAC;100810;CL0118;V007;CP00;FOODSERVICE;2024-12-27;2024-12-27;CLP;1924305;365618;2289923;ACEPTADO;CD_SANTIAGO
DOC-2024-01626;FAC;101151;CL0109;V007;CP45;FOODSERVICE;2024-12-27;2025-02-10;CLP;5252241;997926;6250167;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01694;FAC;101214;CL0329;V011;CP30;RETAIL;2024-12-27;2025-01-26;CLP;7465352;1418417;8883769;ACEPTADO;CD_SANTIAGO
DOC-2024-00205;FEX;50205;CL0012;V004;CP90;EXPORTACION;2024-12-30;2025-03-30;USD;74329.73;0;74329.73;ACEPTADO;PLANTA_CALDERA
DOC-2024-00261;FEX;50261;CL0037;V002;CP90;EXPORTACION;2024-12-30;2025-03-30;USD;48054.97;0;48054.97;ACEPTADO;PLANTA_QUELLON
DOC-2024-00277;FEX;50277;CL0023;V002;CP120;EXPORTACION;2024-12-30;2025-04-29;USD;18319.28;0;18319.28;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00859;FAC;100449;CL0090;V007;CP45;FOODSERVICE;2024-12-30;2025-02-13;CLP;3273629;621990;3895619;ACEPTADO;PLANTA_CORONEL
DOC-2024-00994;FAC;100570;CL0186;V007;CP00;FOODSERVICE;2024-12-30;2024-12-30;CLP;9283614;1763887;11047501;ACEPTADO;CD_SANTIAGO
DOC-2024-01124;FAC;100685;CL0194;V008;CP60;FOODSERVICE;2024-12-30;2025-02-28;CLP;3880730;737339;4618069;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01288;FAC;100836;CL0074;V007;CP45;FOODSERVICE;2024-12-30;2025-02-13;CLP;10085980;1916336;12002316;ACEPTADO;CD_SANTIAGO
DOC-2024-01870;FAC;101375;CL0301;V009;CP45;RETAIL;2024-12-30;2025-02-13;CLP;16841063;3199802;20040865;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01882;FAC;101387;CL0251;V010;CP60;RETAIL;2024-12-30;2025-02-08;CLP;16447923;3125105;19573028;ACEPTADO;PLANTA_CORONEL
DOC-2024-00473;FAC;100087;CL0185;V007;CP45;FOODSERVICE;2024-12-31;2025-02-14;CLP;12769814;2426265;15196079;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01891;FAC;101395;CL0311;V012;CP45;RETAIL;2024-12-31;2025-02-14;CLP;4928957;936502;5865459;ACEPTADO;PLANTA_CORONEL
DOC-2024-02015;FAC;101505;CL0241;V011;CP90;RETAIL;2024-12-31;2025-03-31;CLP;12223247;2322417;14545664;ACEPTADO;PLANTA_CORONEL
DOC-2024-02017;FAC;101507;CL0325;V011;CP30;RETAIL;2024-12-31;2025-01-30;CLP;15336474;2913930;18250404;ACEPTADO;CD_SANTIAGO
DOC-2025-02109;FEX;50471;CL0058;V004;CP60;EXPORTACION;2025-01-02;2025-03-03;USD;66014.53;0;66014.53;ACEPTADO;PLANTA_CORONEL
DOC-2025-02220;FEX;50582;CL0062;V004;CP90;EXPORTACION;2025-01-02;2025-04-02;USD;78356.35;0;78356.35;ACEPTADO;PLANTA_TALCAHUANO
DOC-2025-02462;FEX;50824;CL0012;V004;CP60;EXPORTACION;2025-01-02;2025-03-03;USD;136492.91;0;136492.91;ACEPTADO;PLANTA_TALCAHUANO
DOC-2025-02817;FAC;101790;CL0170;V005;CP30;FOODSERVICE;2025-01-02;2025-02-01;CLP;9512149;1807308;11319457;ACEPTADO;PLANTA_TALCAHUANO
DOC-2025-02978;FAC;101942;CL0158;V007;CP30;FOODSERVICE;2025-01-02;2025-02-01;CLP;2257721;428967;2686688;ACEPTADO;CD_SANTIAGO
DOC-2025-03204;FAC;102155;CL0097;V007;CP30;FOODSERVICE;2025-01-02;2025-02-01;CLP;7840947;1489780;9330727;ACEPTADO;PLANTA_CORONEL
DOC-2025-03513;FEE;8191;CL0193;V008;CP30;FOODSERVICE;2025-01-02;2025-02-01;CLP;11650509;0;11650509;ACEPTADO;CD_SANTIAGO
DOC-2025-03571;FAC;102501;CL0120;V007;CP30;FOODSERVICE;2025-01-02;2025-02-01;CLP;9582569;1820688;11403257;ACEPTADO;PLANTA_CORONEL
DOC-2025-03870;FAC;102772;CL0182;V008;CP30;FOODSERVICE;2025-01-02;2025-02-01;CLP;15602325;2964442;18566767;ACEPTADO;PLANTA_TALCAHUANO
DOC-2025-03990;FAC;102885;CL0240;V010;CP60;RETAIL;2025-01-02;2025-03-03;CLP;4416444;839124;5255568;ACEPTADO;PLANTA_CORONEL
DOC-2025-04049;FAC;102939;CL0231;V009;CP90;RETAIL;2025-01-02;2025-04-02;CLP;12959837;2462369;15422206;ACEPTADO;PLANTA_CORONEL
DOC-2025-04298;FAC;103178;CL0325;V011;CP30;RETAIL;2025-01-02;2025-02-01;CLP;17267597;3280843;20548440;ACEPTADO;CD_SANTIAGO
DOC-2025-02054;FEX;50416;CL0034;V004;CP60;EXPORTACION;2025-01-03;2025-03-04;USD;31232.52;0;31232.52;ACEPTADO;PLANTA_CORONEL
DOC-2025-02060;FEX;50422;CL0048;V001;CP90;EXPORTACION;2025-01-03;2025-04-03;USD;10558.49;0;10558.49;ACEPTADO;PLANTA_QUELLON
DOC-2025-02118;FEX;50480;CL0032;V002;CP90;EXPORTACION;2025-01-03;2025-04-03;USD;63545.27;0;63545.27;ACEPTADO;PLANTA_CORONEL
DOC-2025-02135;FEX;50497;CL0001;V004;CP60;EXPORTACION;2025-01-03;2025-03-04;USD;14320.03;0;14320.03;ACEPTADO;PLANTA_TALCAHUANO
DOC-2025-02529;FAC;101525;CL0074;V007;CP60;FOODSERVICE;2025-01-03;2025-03-04;CLP;20221718;3842126;24063844;ACEPTADO;PLANTA_TALCAHUANO
DOC-2025-02530;FAC;101526;CL0178;V008;CP30;FOODSERVICE;2025-01-03;2025-02-02;CLP;5343652;1015294;6358946;ACEPTADO;CD_SANTIAGO
DOC-2025-02922;FAC;101888;CL0218;V008;CP60;FOODSERVICE;2025-01-03;2025-03-04;CLP;2429514;461608;2891122;ACEPTADO;PLANTA_CORONEL
DOC-2025-02959;FAC;101923;CL0104;V006;CP45;FOODSERVICE;2025-01-03;2025-02-17;CLP;5423586;1030481;6454067;ACEPTADO;PLANTA_TALCAHUANO
DOC-2025-03009;FAC;101972;CL0175;V008;CP30;FOODSERVICE;2025-01-03;2025-02-02;CLP;6533959;1241452;7775411;ACEPTADO;CD_SANTIAGO
DOC-2025-03214;FAC;102164;CL0087;V007;CP00;FOODSERVICE;2025-01-03;2025-01-03;CLP;1513384;287543;1800927;ACEPTADO;PLANTA_TALCAHUANO
DOC-2025-03248;FAC;102197;CL0099;V008;CP30;FOODSERVICE;2025-01-03;2025-02-27;CLP;8965958;1703532;10669490;ACEPTADO;PLANTA_TALCAHUANO
DOC-2025-03278;FAC;102225;CL0173;V006;CP30;FOODSERVICE;2025-01-03;2024-10-04;CLP;2681836;509549;3191385;ACEPTADO;PLANTA_CORONEL
DOC-2025-03303;FAC;102250;CL0205;V007;CP00;FOODSERVICE;2025-01-03;2025-01-03;CLP;2263444;430054;2693498;ACEPTADO;PLANTA_CORONEL
DOC-2025-03564;FAC;102494;CL0183;V005;CP45;FOODSERVICE;2025-01-03;2025-02-17;CLP;5885350;1118216;7003566;ACEPTADO;PLANTA_CORONEL
DOC-2025-04043;FAC;102934;CL0265;V009;CP60;RETAIL;2025-01-03;2025-03-04;CLP;30599759;5813954;36413713;ACEPTADO;CD_SANTIAGO
DOC-2025-04079;FAC;102969;CL0325;V011;CP45;RETAIL;2025-01-03;2025-02-17;CLP;7099364;1348879;8448243;ACEPTADO;PLANTA_TALCAHUANO
DOC-2025-04116;FAC;103005;CL0245;V011;CP60;RETAIL;2025-01-03;2025-03-04;CLP;12662738;2405920;15068658;ACEPTADO;PLANTA_CORONEL
DOC-2025-04122;FAC;103011;CL0266;V012;CP60;RETAIL;2025-01-03;2025-03-04;CLP;17569145;3338138;20907283;ACEPTADO;PLANTA_CORONEL
DOC-2025-04125;FAC;103014;CL0337;V011;CP60;RETAIL;2025-01-03;2025-03-04;CLP;4333133;823295;5156428;ACEPTADO;PLANTA_CORONEL
DOC-2025-04175;FAC;103062;CL0245;V011;CP45;RETAIL;2025-01-03;2025-02-17;CLP;19928375;3786391;23714766;ACEPTADO;PLANTA_CORONEL
DOC-2025-02459;FEX;50821;CL0032;V002;CP60;EXPORTACION;2025-01-06;2025-03-07;USD;62018.33;0;62018.33;ACEPTADO;PLANTA_QUELLON
DOC-2025-02607;FAC;101595;CL0131;V006;CP30;FOODSERVICE;2025-01-06;2025-02-05;CLP;6832193;1298117;8130310;ACEPTADO;PLANTA_CORONEL
DOC-2025-02872;FAC;101841;CL0214;V008;CP60;FOODSERVICE;2025-01-06;2025-03-07;CLP;23010091;4371917;27382008;ACEPTADO;PLANTA_TALCAHUANO
DOC-2025-02894;FAC;101861;CL0074;V007;CP45;FOODSERVICE;2025-01-06;2025-02-20;CLP;11751315;2232750;13984065;ACEPTADO;PLANTA_TALCAHUANO
DOC-2025-03258;FAC;102206;CL0189;V008;CP30;FOODSERVICE;2025-01-06;2025-02-05;CLP;3432968;652264;4085232;ACEPTADO;PLANTA_TALCAHUANO
DOC-2025-03261;FAC;102209;CL0087;V007;CP30;FOODSERVICE;2025-01-06;2025-02-05;CLP;1137832;216188;1354020;ACEPTADO;CD_SANTIAGO
DOC-2025-03348;FAC;102291;CL0203;V008;CP30;FOODSERVICE;2025-01-06;2025-02-05;CLP;10676236;2028485;12704721;ACEPTADO;CD_SANTIAGO
DOC-2025-03708;FAC;102626;CL0217;V007;CP30;FOODSERVICE;2025-01-06;2025-02-05;CLP;16073348;3053936;19127284;ACEPTADO;PLANTA_TALCAHUANO
DOC-2025-04226;FAC;103110;CL0321;V010;CP30;RETAIL;2025-01-06;2025-02-05;CLP;21025312;3994809;25020121;ACEPTADO;PLANTA_CORONEL
DOC-2025-04231;FAC;103115;CL0313;V009;CP30;RETAIL;2025-01-06;2025-02-05;CLP;3962390;752854;4715244;ACEPTADO;PLANTA_CORONEL
DOC-2025-02079;FEX;50441;CL0032;V002;CP90;EXPORTACION;2025-01-07;2025-04-07;CLP;54147461;0;54147461;ACEPTADO;PLANTA_CALDERA
DOC-2025-02306;FEX;50668;CL0059;V001;CP60;EXPORTACION;2025-01-07;2025-03-08;USD;47500.66;0;47500.66;ACEPTADO;PLANTA_CORONEL
DOC-2025-02366;FEX;50728;CL0059;V001;CP90;EXPORTACION;2025-01-07;2025-04-07;USD;12398.29;0;12398.29;ACEPTADO;PLANTA_QUELLON
DOC-2025-02470;FEX;50832;CL0032;V002;CP60;EXPORTACION;2025-01-07;2025-03-08;USD;330601.24;0;330601.24;ACEPTADO;PLANTA_QUELLON
DOC-2025-02826;FAC;101798;CL0086;V008;CP45;FOODSERVICE;2025-01-07;2025-02-01;CLP;6863130;1303995;8167125;ACEPTADO;PLANTA_TALCAHUANO
DOC-2025-02853;FAC;101823;CL0143;V006;CP60;FOODSERVICE;2025-01-07;2025-03-08;CLP;8807815;1673485;10481300;ACEPTADO;PLANTA_CORONEL
DOC-2025-03276;FAC;102223;CL0194;V008;CP45;FOODSERVICE;2025-01-07;2025-02-21;CLP;4539060;862421;5401481;ACEPTADO;PLANTA_TALCAHUANO
DOC-2025-02326;FEX;50688;CL0049;V003;CP60;EXPORTACION;2025-01-08;2025-03-09;USD;23959.56;0;23959.56;ACEPTADO;PLANTA_CORONEL
DOC-2025-02386;FEX;50748;CL0048;V001;CP60;EXPORTACION;2025-01-08;2025-03-09;USD;97992.37;0;97992.37;ACEPTADO;PLANTA_TALCAHUANO
DOC-2025-02729;FAC;101707;CL0132;V005;CP30;FOODSERVICE;2025-01-08;2025-02-07;CLP;4433976;842455;5276431;ACEPTADO;PLANTA_TALCAHUANO
DOC-2025-02799;FAC;101774;CL0128;V005;CP60;FOODSERVICE;2025-01-08;2025-03-09;CLP;13537706;2572164;16109870;ACEPTADO;PLANTA_TALCAHUANO
DOC-2025-02808;FAC;101782;CL0142;V007;CP30;FOODSERVICE;2025-01-09;2025-02-08;CLP;5208628;989639;6198267;ACEPTADO;CD_SANTIAGO
DOC-2025-03617;FEE;8198;CL0214;V008;CP45;FOODSERVICE;2025-01-09;2025-02-23;CLP;11594761;0;11594761;ACEPTADO;PLANTA_TALCAHUANO
DOC-2025-03761;FAC;102676;CL0205;V007;CP30;FOODSERVICE;2025-01-09;2025-01-15;CLP;5317396;1010305;6327701;ACEPTADO;CD_SANTIAGO
DOC-2025-03902;FAC;102802;CL0184;V005;CP00;FOODSERVICE;2025-01-09;2025-01-09;CLP;1552484;294972;1847456;ACEPTADO;PLANTA_TALCAHUANO
DOC-2025-02099;FEX;50461;CL0032;V002;CP60;EXPORTACION;2025-01-10;2025-03-11;USD;214963.72;0;214963.72;ACEPTADO;PLANTA_CORONEL
DOC-2025-02176;FEX;50538;CL0012;V004;CP60;EXPORTACION;2025-01-10;2025-03-11;USD;61406.74;0;61406.74;ACEPTADO;PLANTA_CORONEL
DOC-2025-02501;FEX;50863;CL0034;V004;CP60;EXPORTACION;2025-01-10;2025-03-11;CLP;47874654;0;47874654;ACEPTADO;PLANTA_CORONEL
DOC-2025-02578;FAC;101570;CL0104;V006;CP45;FOODSERVICE;2025-01-10;2025-02-24;CLP;6057650;1150954;7208604;ACEPTADO;CD_SANTIAGO
DOC-2025-02745;FAC;101720;CL0176;V008;CP30;FOODSERVICE;2025-01-10;2024-11-12;CLP;7899433;1500892;9400325;ACEPTADO;CD_SANTIAGO
DOC-2025-02935;FAC;101899;CL0120;V007;CP45;FOODSERVICE;2025-01-10;2025-02-24;CLP;2251464;427778;2679242;ACEPTADO;PLANTA_CORONEL
