id_cobranza;id_documento;fecha_pago;moneda;monto_pagado;medio_pago;id_operacion_factoring
COB-001489;DOC-2024-01668;2025-02-04;CLP;18305987;TRANSFERENCIA;
COB-001552;DOC-2024-00374;2025-02-04;USD;19309.87;TRANSFERENCIA;FCT-2024-0044
COB-001716;DOC-2024-00042;2025-02-04;USD;11043.42;TRANSFERENCIA;
COB-002142;DOC-2024-00814;2025-02-04;CLP;9025448;TRANSFERENCIA;
COB-002361;DOC-2024-00469;2025-02-04;CLP;6070920;TRANSFERENCIA;
COB-002375;DOC-2024-00635;2025-02-04;CLP;14668436;TRANSFERENCIA;
COB-001611;DOC-2024-00253;2025-02-05;USD;4334.2;TRANSFERENCIA;FCT-2024-0046
COB-001736;DOC-2024-00561;2025-02-05;CLP;4532440;TRANSFERENCIA;
COB-001756;DOC-2024-00257;2025-02-05;USD;21655.21;TRANSFERENCIA;
COB-001876;DOC-2024-00360;2025-02-05;USD;79971.71;TRANSFERENCIA;
COB-001628;DOC-2024-01788;2025-02-06;CLP;3431078;TRANSFERENCIA;
COB-001641;DOC-2024-00252;2025-02-06;USD;12363.42;CHEQUE;
COB-001887;DOC-2024-01384;2025-02-06;CLP;802024;TRANSFERENCIA;
COB-002257;DOC-2024-01117;2025-02-06;CLP;9527451;TRANSFERENCIA;
COB-002468;DOC-2025-02729;2025-02-06;CLP;5276431;TRANSFERENCIA;
COB-002617;DOC-2025-02038;2025-02-06;USD;58610.26;FACTORING;FCT-2025-0091
COB-000747;DOC-2024-01723;2025-02-07;CLP;14462742;TRANSFERENCIA;
COB-001409;DOC-2024-01190;2025-02-07;CLP;545973;TRANSFERENCIA;
COB-001773;DOC-2024-00244;2025-02-07;USD;69549.36;TRANSFERENCIA;
COB-001941;DOC-2024-01465;2025-02-07;CLP;5698778;TRANSFERENCIA;
COB-001985;DOC-2024-00370;2025-02-07;USD;18503.13;TRANSFERENCIA;
COB-001998;DOC-2024-01625;2025-02-07;CLP;6801691;TRANSFERENCIA;
COB-002040;DOC-2024-00141;2025-02-07;USD;3289.18;TRANSFERENCIA;FCT-2024-0068
COB-002147;DOC-2024-01754;2025-02-07;CLP;52611518;TRANSFERENCIA;
COB-002559;DOC-2025-02384;2025-02-07;CLP;25830843;FACTORING;FCT-2025-0089
COB-000501;DOC-2024-00535;2025-02-10;CLP;9231720;CHEQUE;
COB-001169;DOC-2024-01039;2025-02-10;CLP;4737887;TRANSFERENCIA;
COB-001230;DOC-2024-00115;2025-02-10;USD;5923.54;TRANSFERENCIA;
COB-001362;DOC-2024-00564;2025-02-10;CLP;2471111;TRANSFERENCIA;
COB-001730;DOC-2024-01150;2025-02-10;CLP;8689331;TRANSFERENCIA;
COB-001813;DOC-2024-01951;2025-02-10;CLP;34125481;TRANSFERENCIA;
COB-001916;DOC-2024-00463;2025-02-10;CLP;6436938;TRANSFERENCIA;
COB-002029;DOC-2024-00236;2025-02-10;USD;37547.81;TRANSFERENCIA;FCT-2024-0067
COB-002227;DOC-2024-00378;2025-02-10;USD;23732.88;TRANSFERENCIA;
COB-002274;DOC-2024-00698;2025-02-10;CLP;8363328;TRANSFERENCIA;
COB-002319;DOC-2024-01961;2025-02-10;CLP;14343927;CHEQUE;
COB-002348;DOC-2024-01989;2025-02-10;CLP;6586702;COMPENSACION;
COB-002395;DOC-2024-01694;2025-02-10;CLP;8883769;TRANSFERENCIA;
COB-002434;DOC-2025-03009;2025-02-10;CLP;7775411;TRANSFERENCIA;
COB-002663;DOC-2025-02908;2025-02-10;CLP;13654785;CHEQUE;
COB-001794;DOC-2024-00990;2025-02-11;CLP;5730618;TRANSFERENCIA;
COB-001830;DOC-2024-00588;2025-02-11;CLP;17270946;CHEQUE;
COB-002015;DOC-2024-01733;2025-02-11;CLP;5379154;TRANSFERENCIA;
COB-002034;DOC-2024-00364;2025-02-11;USD;38238.35;TRANSFERENCIA;
COB-002086;DOC-2024-01300;2025-02-11;CLP;5913367;TRANSFERENCIA;
COB-002172;DOC-2024-01416;2025-02-11;CLP;13930029;TRANSFERENCIA;
COB-002229;DOC-2024-01197;2025-02-11;CLP;8579234;TRANSFERENCIA;
COB-002261;DOC-2024-00278;2025-02-11;USD;11651.37;TRANSFERENCIA;
COB-002263;DOC-2024-00303;2025-02-11;USD;32476.11;CHEQUE;
COB-002341;DOC-2024-01521;2025-02-11;CLP;4506951;TRANSFERENCIA;
COB-001431;DOC-2024-01590;2025-02-12;CLP;11507307;TRANSFERENCIA;
COB-002213;DOC-2024-00763;2025-02-12;CLP;8649326;TRANSFERENCIA;
COB-002226;DOC-2024-02006;2025-02-12;CLP;9217153;CHEQUE;
COB-002228;DOC-2024-01155;2025-02-12;CLP;6580664;TRANSFERENCIA;
COB-002290;DOC-2024-01501;2025-02-12;CLP;3246670;CHEQUE;
COB-002294;DOC-2024-00357;2025-02-12;USD;26339.52;TRANSFERENCIA;
COB-002299;DOC-2024-01873;2025-02-12;CLP;9538234;TRANSFERENCIA;
COB-002310;DOC-2024-00575;2025-02-12;CLP;375465;TRANSFERENCIA;
COB-002313;DOC-2024-01284;2025-02-12;CLP;6629591;TRANSFERENCIA;
COB-002337;DOC-2024-01458;2025-02-12;CLP;6438794;TRANSFERENCIA;
COB-002376;DOC-2024-00683;2025-02-12;CLP;7649885;TRANSFERENCIA;
COB-002405;DOC-2024-01870;2025-02-12;CLP;20040865;TRANSFERENCIA;
COB-001895;DOC-2024-01783;2025-02-13;CLP;18571883;TRANSFERENCIA;
COB-001903;DOC-2024-01825;2025-02-13;CLP;7639731;TRANSFERENCIA;
COB-002043;DOC-2024-01173;2025-02-13;CLP;11432754;TRANSFERENCIA;
COB-002270;DOC-2024-00533;2025-02-13;CLP;2982446;CHEQUE;
COB-002558;DOC-2025-04293;2025-02-13;CLP;7448823;TRANSFERENCIA;
COB-001315;DOC-2024-01187;2025-02-14;CLP;3199305;TRANSFERENCIA;
COB-001993;DOC-2024-00359;2025-02-14;USD;25056.77;TRANSFERENCIA;FCT-2024-0065
COB-002660;DOC-2025-02240;2025-02-14;USD;143559.31;FACTORING;FCT-2025-0092
COB-002694;DOC-2025-02074;2025-02-14;CLP;36473849;FACTORING;FCT-2025-0094
COB-000691;DOC-2024-01112;2025-02-17;CLP;6179268;TRANSFERENCIA;
COB-001231;DOC-2024-00115;2025-02-17;USD;5923.54;TRANSFERENCIA;
COB-001284;DOC-2024-01589;2025-02-17;CLP;976265;TRANSFERENCIA;
COB-001333;DOC-2024-00216;2025-02-17;USD;17241.68;COMPENSACION;
COB-001478;DOC-2024-00550;2025-02-17;CLP;3074889;TRANSFERENCIA;
COB-001717;DOC-2024-00042;2025-02-17;USD;9505.56;TRANSFERENCIA;
COB-001723;DOC-2024-01553;2025-02-17;CLP;2857347;TRANSFERENCIA;
COB-001762;DOC-2024-01710;2025-02-17;CLP;14858447;TRANSFERENCIA;
COB-001842;DOC-2024-00498;2025-02-17;CLP;5315541;TRANSFERENCIA;
COB-001861;DOC-2024-01016;2025-02-17;CLP;1876662;TRANSFERENCIA;
COB-001884;DOC-2024-01023;2025-02-17;CLP;1747171;CHEQUE;
COB-001911;DOC-2024-00353;2025-02-17;USD;54983.07;TRANSFERENCIA;
COB-001936;DOC-2024-01731;2025-02-17;CLP;87709032;CHEQUE;
COB-002001;DOC-2024-00212;2025-02-17;USD;83506.45;TRANSFERENCIA;
COB-002019;DOC-2024-00725;2025-02-17;CLP;10825433;TRANSFERENCIA;
COB-002038;DOC-2024-00121;2025-02-17;USD;41943.05;TRANSFERENCIA;
COB-002088;DOC-2024-01395;2025-02-17;CLP;4293227;COMPENSACION;
COB-002136;DOC-2024-00507;2025-02-17;CLP;1547998;TRANSFERENCIA;
COB-002208;DOC-2024-00390;2025-02-17;CLP;37888331;CHEQUE;
COB-002216;DOC-2024-00863;2025-02-17;CLP;11139700;TRANSFERENCIA;
COB-002217;DOC-2024-01098;2025-02-17;CLP;4177723;TRANSFERENCIA;
COB-002231;DOC-2024-01509;2025-02-17;CLP;1189900;COMPENSACION;
COB-002234;DOC-2024-01929;2025-02-17;CLP;3236542;TRANSFERENCIA;
COB-002269;DOC-2024-00522;2025-02-17;CLP;876212;TRANSFERENCIA;
COB-002363;DOC-2024-01104;2025-02-17;CLP;2086969;CHEQUE;
COB-002385;DOC-2024-00268;2025-02-17;USD;18640.76;CHEQUE;
COB-002406;DOC-2024-01882;2025-02-17;CLP;10395777;TRANSFERENCIA;
COB-002601;DOC-2025-02266;2025-02-17;USD;227452.11;FACTORING;FCT-2025-0090
COB-002698;DOC-2025-03777;2025-02-17;CLP;2214707;TRANSFERENCIA;
COB-002155;DOC-2024-00992;2025-02-18;CLP;4723263;TRANSFERENCIA;
COB-000097;DOC-2024-01503;2025-02-19;CLP;4551928;TRANSFERENCIA;
COB-000618;DOC-2024-00851;2025-02-19;CLP;6718038;CHEQUE;
COB-001938;DOC-2024-00041;2025-02-19;USD;3746.28;TRANSFERENCIA;FCT-2024-0059
COB-001953;DOC-2024-00355;2025-02-19;USD;92981.12;TRANSFERENCIA;
COB-002189;DOC-2024-01907;2025-02-19;CLP;4751180;TRANSFERENCIA;
COB-002332;DOC-2024-01047;2025-02-19;CLP;712396;TRANSFERENCIA;
COB-002420;DOC-2025-03870;2025-02-19;CLP;18566767;TRANSFERENCIA;
COB-002504;DOC-2025-03018;2025-02-19;CLP;2668149;TRANSFERENCIA;
COB-000487;DOC-2024-01530;2025-02-20;CLP;4849319;TRANSFERENCIA;
COB-001176;DOC-2024-01116;2025-02-20;CLP;978407;TRANSFERENCIA;
COB-001774;DOC-2024-00244;2025-02-20;USD;126384.96;COMPENSACION;
COB-001825;DOC-2024-01409;2025-02-20;CLP;15628711;TRANSFERENCIA;
COB-001910;DOC-2024-00238;2025-02-20;USD;49394.53;TRANSFERENCIA;
COB-002081;DOC-2024-00125;2025-02-20;USD;93336.15;TRANSFERENCIA;
COB-002377;DOC-2024-00971;2025-02-20;CLP;21196055;TRANSFERENCIA;
COB-002254;DOC-2024-00079;2025-02-21;USD;45792.77;TRANSFERENCIA;
COB-002354;DOC-2024-01015;2025-02-21;CLP;9733394;TRANSFERENCIA;
COB-001261;DOC-2024-00900;2025-02-24;CLP;2970463;TRANSFERENCIA;
COB-001613;DOC-2024-00707;2025-02-24;CLP;660577;CHEQUE;
COB-001642;DOC-2024-00252;2025-02-24;USD;18619.96;TRANSFERENCIA;
COB-001719;DOC-2024-00499;2025-02-24;CLP;4412737;TRANSFERENCIA;
COB-001729;DOC-2024-00086;2025-02-24;CLP;1860268;TRANSFERENCIA;FCT-2024-0052
COB-001767;DOC-2024-00201;2025-02-24;CLP;7523475;TRANSFERENCIA;FCT-2024-0054
COB-001909;DOC-2024-01997;2025-02-24;CLP;48873553;TRANSFERENCIA;
COB-001921;DOC-2024-00614;2025-02-24;CLP;3599393;TRANSFERENCIA;
COB-002065;DOC-2024-01295;2025-02-24;CLP;3172530;TRANSFERENCIA;
COB-002078;DOC-2024-01932;2025-02-24;CLP;10934894;TRANSFERENCIA;
COB-002082;DOC-2024-00740;2025-02-24;CLP;5391184;TRANSFERENCIA;
COB-002279;DOC-2024-01320;2025-02-24;CLP;7876595;TRANSFERENCIA;
COB-002359;DOC-2024-00139;2025-02-24;USD;27765.27;TRANSFERENCIA;
COB-002390;DOC-2024-00966;2025-02-24;CLP;3060838;CHEQUE;
COB-002430;DOC-2025-02530;2025-02-24;CLP;4073945;TRANSFERENCIA;
COB-002435;DOC-2025-03248;2025-02-24;CLP;10669490;COMPENSACION;
COB-002446;DOC-2025-04175;2025-02-24;CLP;23714766;TRANSFERENCIA;
COB-002448;DOC-2025-02607;2025-02-24;CLP;8130310;TRANSFERENCIA;
COB-002480;DOC-2025-03001;2025-02-24;CLP;14972470;TRANSFERENCIA;
COB-002569;DOC-2025-03056;2025-02-24;CLP;9102954;TRANSFERENCIA;
COB-002725;DOC-2025-02294;2025-02-24;USD;80775.4;FACTORING;FCT-2025-0097
COB-004272;DOC-2023-93558;2025-02-24;CLP;3952736;COMPENSACION;
COB-000945;DOC-2024-01616;2025-02-25;CLP;37962720;TRANSFERENCIA;
COB-001397;DOC-2024-00148;2025-02-25;USD;31227.14;TRANSFERENCIA;
COB-002246;DOC-2024-00552;2025-02-25;CLP;806950;TRANSFERENCIA;
COB-002369;DOC-2024-01464;2025-02-25;CLP;5875664;TRANSFERENCIA;
COB-001519;DOC-2024-00699;2025-02-26;CLP;44057769;TRANSFERENCIA;
COB-002020;DOC-2024-00725;2025-02-26;CLP;7004289;TRANSFERENCIA;
COB-002058;DOC-2024-00837;2025-02-26;CLP;3299879;TRANSFERENCIA;
COB-002140;DOC-2024-01800;2025-02-26;CLP;46996978;TRANSFERENCIA;
COB-002520;DOC-2025-03003;2025-02-26;CLP;2962347;TRANSFERENCIA;
COB-002383;DOC-2024-00149;2025-02-27;USD;58803.05;TRANSFERENCIA;
COB-002509;DOC-2025-03240;2025-02-27;CLP;1868797;TRANSFERENCIA;
COB-002070;DOC-2024-01598;2025-02-28;CLP;26351269;TRANSFERENCIA;
COB-002151;DOC-2024-00437;2025-02-28;CLP;7007996;TRANSFERENCIA;
COB-002315;DOC-2024-01289;2025-02-28;CLP;3850532;TRANSFERENCIA;
COB-002494;DOC-2025-03002;2025-02-28;CLP;24773431;TRANSFERENCIA;
COB-002645;DOC-2025-03565;2025-02-28;CLP;6407280;TRANSFERENCIA;
COB-002676;DOC-2025-02441;2025-02-28;USD;37035.23;FACTORING;FCT-2025-0093
COB-000793;DOC-2024-00975;2025-03-03;CLP;6687402;TRANSFERENCIA;
COB-001456;DOC-2024-00631;2025-03-03;CLP;17932450;TRANSFERENCIA;
COB-002130;DOC-2024-01782;2025-03-03;CLP;10488911;TRANSFERENCIA;
COB-002148;DOC-2024-00097;2025-03-03;USD;73724.5;TRANSFERENCIA;
COB-002204;DOC-2024-00145;2025-03-03;USD;289307.36;TRANSFERENCIA;
COB-002225;DOC-2024-01999;2025-03-03;CLP;62929200;TRANSFERENCIA;
COB-002241;DOC-2024-01697;2025-03-03;CLP;10120282;TRANSFERENCIA;
COB-002276;DOC-2024-01011;2025-03-03;CLP;13621763;TRANSFERENCIA;
COB-002338;DOC-2024-01458;2025-03-03;CLP;10162594;TRANSFERENCIA;
COB-002339;DOC-2024-01504;2025-03-03;CLP;3239142;TRANSFERENCIA;
COB-002367;DOC-2024-01367;2025-03-03;CLP;1424757;TRANSFERENCIA;
COB-002417;DOC-2025-02817;2025-03-03;CLP;11319457;TRANSFERENCIA;
COB-002454;DOC-2025-04226;2025-03-03;CLP;25020121;CHEQUE;
COB-002483;DOC-2025-03299;2025-03-03;CLP;2242144;TRANSFERENCIA;
COB-002544;DOC-2025-03907;2025-03-03;CLP;12719679;TRANSFERENCIA;
COB-002566;DOC-2025-02561;2025-03-03;CLP;10129943;TRANSFERENCIA;
COB-002784;DOC-2025-02024;2025-03-03;USD;135429.27;FACTORING;FCT-2025-0101
COB-002835;DOC-2025-02445;2025-03-03;USD;378000.0;FACTORING;FCT-2025-0105
COB-001557;DOC-2024-01467;2025-03-04;CLP;6867333;TRANSFERENCIA;
COB-001701;DOC-2024-00889;2025-03-04;CLP;9639869;TRANSFERENCIA;
COB-001702;DOC-2024-01101;2025-03-04;CLP;5513175;TRANSFERENCIA;
COB-002333;DOC-2024-01047;2025-03-04;CLP;1151959;TRANSFERENCIA;
COB-002349;DOC-2024-01989;2025-03-04;CLP;5141312;TRANSFERENCIA;
COB-002485;DOC-2025-03706;2025-03-04;CLP;12467442;CHEQUE;
COB-002488;DOC-2025-03320;2025-03-04;CLP;8690632;CHEQUE;
COB-002506;DOC-2025-03817;2025-03-04;CLP;2179685;TRANSFERENCIA;
COB-002715;DOC-2025-02039;2025-03-04;USD;30129.81;FACTORING;FCT-2025-0095
COB-002873;DOC-2025-02506;2025-03-04;USD;69339.82;FACTORING;FCT-2025-0109
COB-001201;DOC-2024-00492;2025-03-05;CLP;9423498;TRANSFERENCIA;
COB-001338;DOC-2024-01461;2025-03-05;CLP;3517224;TRANSFERENCIA;
COB-002000;DOC-2024-00099;2025-03-05;USD;19968.74;TRANSFERENCIA;
COB-002166;DOC-2024-00916;2025-03-05;CLP;4275080;TRANSFERENCIA;
COB-002206;DOC-2024-00264;2025-03-05;USD;87253.46;TRANSFERENCIA;
COB-002285;DOC-2024-01728;2025-03-05;CLP;28001825;TRANSFERENCIA;
COB-002753;DOC-2025-02203;2025-03-05;USD;17993.82;FACTORING;FCT-2025-0099
COB-000502;DOC-2024-00535;2025-03-06;CLP;9231720;TRANSFERENCIA;
COB-000524;DOC-2024-00827;2025-03-06;CLP;2448568;TRANSFERENCIA;
COB-000648;DOC-2024-01455;2025-03-06;CLP;1930951;TRANSFERENCIA;
COB-001851;DOC-2024-01031;2025-03-06;CLP;6928395;TRANSFERENCIA;
COB-002080;DOC-2024-01942;2025-03-06;CLP;7013657;TRANSFERENCIA;
COB-002251;DOC-2024-01939;2025-03-06;CLP;35550462;TRANSFERENCIA;
COB-002292;DOC-2024-01973;2025-03-06;CLP;2212932;TRANSFERENCIA;
COB-002386;DOC-2024-00268;2025-03-06;USD;20307.02;CHEQUE;
COB-002455;DOC-2025-04231;2025-03-06;CLP;4715244;TRANSFERENCIA;
COB-002728;DOC-2025-02429;2025-03-06;USD;190157.16;FACTORING;FCT-2025-0098
COB-001204;DOC-2024-00711;2025-03-07;CLP;11058276;TRANSFERENCIA;
COB-001555;DOC-2024-01267;2025-03-07;CLP;6408683;TRANSFERENCIA;
COB-001946;DOC-2024-00129;2025-03-07;USD;130700.37;TRANSFERENCIA;
COB-002016;DOC-2024-01733;2025-03-07;CLP;3620635;CHEQUE;
COB-002066;DOC-2024-01309;2025-03-07;CLP;2354102;TRANSFERENCIA;
COB-002331;DOC-2024-01003;2025-03-07;CLP;106602751;TRANSFERENCIA;
COB-002336;DOC-2024-01401;2025-03-07;CLP;2525026;TRANSFERENCIA;
COB-002464;DOC-2025-03276;2025-03-07;CLP;5401481;TRANSFERENCIA;
COB-002720;DOC-2025-02134;2025-03-07;CLP;48944545;FACTORING;FCT-2025-0096
COB-002870;DOC-2025-02236;2025-03-07;USD;46415.94;FACTORING;FCT-2025-0108
COB-000929;DOC-2024-00871;2025-03-10;CLP;4141280;TRANSFERENCIA;
COB-001363;DOC-2024-00884;2025-03-10;CLP;15405423;TRANSFERENCIA;
COB-001479;DOC-2024-00550;2025-03-10;CLP;1842126;TRANSFERENCIA;
COB-001652;DOC-2024-00882;2025-03-10;CLP;6872882;TRANSFERENCIA;
COB-001691;DOC-2024-00220;2025-03-10;USD;9929.03;TRANSFERENCIA;FCT-2024-0049
COB-001873;DOC-2024-00131;2025-03-10;USD;102872.3;TRANSFERENCIA;
COB-001932;DOC-2024-01225;2025-03-10;CLP;1319168;TRANSFERENCIA;
COB-002009;DOC-2024-00995;2025-03-10;CLP;7701737;TRANSFERENCIA;
COB-002069;DOC-2024-01565;2025-03-10;CLP;3671298;TRANSFERENCIA;
COB-002115;DOC-2024-00354;2025-03-10;USD;27455.26;TRANSFERENCIA;
COB-002131;DOC-2024-01831;2025-03-10;CLP;6171915;TRANSFERENCIA;
COB-002141;DOC-2024-00578;2025-03-10;CLP;9230725;TRANSFERENCIA;
COB-002171;DOC-2024-01285;2025-03-10;CLP;3639629;TRANSFERENCIA;
COB-002186;DOC-2024-01580;2025-03-10;CLP;7537619;TRANSFERENCIA;
COB-002240;DOC-2024-00705;2025-03-10;CLP;37555493;TRANSFERENCIA;
COB-002272;DOC-2024-00645;2025-03-10;CLP;5987843;TRANSFERENCIA;
COB-002296;DOC-2024-00677;2025-03-10;CLP;12307510;TRANSFERENCIA;
COB-002378;DOC-2024-00049;2025-03-10;USD;73594.79;CHEQUE;
COB-002431;DOC-2025-02530;2025-03-10;CLP;2285001;TRANSFERENCIA;
COB-002441;DOC-2025-04079;2025-03-10;CLP;8448243;COMPENSACION;
COB-002471;DOC-2025-03617;2025-03-10;CLP;11594761;TRANSFERENCIA;
COB-002589;DOC-2025-03824;2025-03-10;CLP;1939174;TRANSFERENCIA;
COB-002644;DOC-2025-03091;2025-03-10;CLP;5538832;CHEQUE;
COB-002679;DOC-2025-02958;2025-03-10;CLP;6313209;TRANSFERENCIA;
COB-002850;DOC-2025-02267;2025-03-10;CLP;65268446;FACTORING;FCT-2025-0106
COB-000430;DOC-2024-00879;2025-03-11;CLP;3362816;TRANSFERENCIA;
COB-001423;DOC-2024-00713;2025-03-11;CLP;7348151;TRANSFERENCIA;
COB-002079;DOC-2024-01932;2025-03-11;CLP;7252141;TRANSFERENCIA;
COB-002364;DOC-2024-01104;2025-03-11;CLP;1922621;TRANSFERENCIA;
COB-002474;DOC-2025-02176;2025-03-11;USD;61406.74;TRANSFERENCIA;
COB-002578;DOC-2025-03937;2025-03-11;CLP;5386007;TRANSFERENCIA;
COB-000015;DOC-2024-01383;2025-03-12;CLP;8357200;TRANSFERENCIA;
COB-000098;DOC-2024-01503;2025-03-12;CLP;7200084;TRANSFERENCIA;
COB-001054;DOC-2024-01606;2025-03-12;CLP;1143500;TRANSFERENCIA;
COB-002205;DOC-2024-00230;2025-03-12;USD;50093.17;TRANSFERENCIA;
COB-002262;DOC-2024-00278;2025-03-12;USD;16312.59;TRANSFERENCIA;
COB-002519;DOC-2025-02624;2025-03-12;CLP;10437866;TRANSFERENCIA;
COB-002771;DOC-2025-02443;2025-03-12;USD;107840.48;FACTORING;FCT-2025-0100
COB-001763;DOC-2024-01710;2025-03-13;CLP;9875563;TRANSFERENCIA;
COB-002053;DOC-2024-00676;2025-03-13;CLP;4989638;CHEQUE;
COB-002789;DOC-2025-02315;2025-03-13;USD;181629.64;FACTORING;FCT-2025-0103
COB-002264;DOC-2024-00346;2025-03-14;USD;121106.88;CHEQUE;
COB-002442;DOC-2025-04116;2025-03-14;CLP;6248589;CHEQUE;
COB-002463;DOC-2025-02853;2025-03-14;CLP;10481300;TRANSFERENCIA;
COB-002492;DOC-2025-02887;2025-03-14;CLP;1588080;TRANSFERENCIA;
COB-002955;DOC-2025-03912;2025-03-14;CLP;9250564;TRANSFERENCIA;
COB-001554;DOC-2024-01207;2025-03-17;CLP;3796249;COMPENSACION;
COB-002068;DOC-2024-01368;2025-03-17;CLP;982509;TRANSFERENCIA;
COB-002150;DOC-2024-00381;2025-03-17;USD;68811.19;TRANSFERENCIA;
COB-002184;DOC-2024-01328;2025-03-17;CLP;2441224;CHEQUE;
COB-002232;DOC-2024-01807;2025-03-17;CLP;140591028;TRANSFERENCIA;
COB-002235;DOC-2024-00003;2025-03-17;USD;13566.54;TRANSFERENCIA;
COB-002432;DOC-2025-02922;2025-03-17;CLP;2891122;COMPENSACION;
COB-002465;DOC-2025-02326;2025-03-17;USD;23959.56;TRANSFERENCIA;
COB-002475;DOC-2025-02501;2025-03-17;CLP;47874654;TRANSFERENCIA;
COB-002482;DOC-2025-03254;2025-03-17;CLP;4685526;TRANSFERENCIA;
COB-002681;DOC-2025-03051;2025-03-17;CLP;2743036;TRANSFERENCIA;
COB-002699;DOC-2025-03777;2025-03-17;CLP;2214707;TRANSFERENCIA;
COB-002749;DOC-2025-03955;2025-03-17;CLP;3116719;TRANSFERENCIA;
COB-002786;DOC-2025-02138;2025-03-17;USD;44627.48;FACTORING;FCT-2025-0102
COB-002834;DOC-2025-02390;2025-03-17;USD;41388.64;FACTORING;FCT-2025-0104
COB-001251;DOC-2024-02018;2025-03-18;CLP;11042067;TRANSFERENCIA;
COB-001282;DOC-2024-01543;2025-03-18;CLP;9462537;TRANSFERENCIA;
COB-002218;DOC-2024-01157;2025-03-18;CLP;3758011;TRANSFERENCIA;
COB-002238;DOC-2024-00090;2025-03-18;USD;136620.83;TRANSFERENCIA;
COB-002259;DOC-2024-01475;2025-03-18;CLP;2372595;CHEQUE;
COB-002275;DOC-2024-00865;2025-03-18;CLP;38937958;TRANSFERENCIA;
COB-002421;DOC-2025-03990;2025-03-18;CLP;5255568;TRANSFERENCIA;
COB-002534;DOC-2025-04053;2025-03-18;CLP;71809556;TRANSFERENCIA;
COB-002867;DOC-2025-02092;2025-03-18;USD;81788.34;FACTORING;FCT-2025-0107
COB-002922;DOC-2025-02223;2025-03-18;USD;168812.55;FACTORING;FCT-2025-0110
COB-000092;DOC-2024-01310;2025-03-19;CLP;443524;TRANSFERENCIA;
COB-001714;DOC-2024-00008;2025-03-19;USD;15774.08;TRANSFERENCIA;FCT-2024-0051
COB-002350;DOC-2024-00267;2025-03-19;USD;26484.11;TRANSFERENCIA;
COB-002486;DOC-2025-04337;2025-03-19;CLP;6199298;TRANSFERENCIA;
COB-002498;DOC-2025-03712;2025-03-19;CLP;2970675;TRANSFERENCIA;
COB-002577;DOC-2025-03595;2025-03-19;CLP;4957010;CHEQUE;
COB-001925;DOC-2024-00754;2025-03-20;CLP;6251315;TRANSFERENCIA;
COB-002163;DOC-2024-00181;2025-03-20;USD;10406.48;TRANSFERENCIA;FCT-2024-0075
COB-002219;DOC-2024-01234;2025-03-20;CLP;6017491;TRANSFERENCIA;
COB-002423;DOC-2025-02054;2025-03-20;USD;13912.12;TRANSFERENCIA;
COB-002436;DOC-2025-03278;2025-03-20;CLP;3191385;TRANSFERENCIA;
COB-002489;DOC-2025-03929;2025-03-20;CLP;12519114;TRANSFERENCIA;
COB-002512;DOC-2025-04328;2025-03-20;CLP;24127292;TRANSFERENCIA;
COB-002587;DOC-2025-03745;2025-03-20;CLP;404139;TRANSFERENCIA;
COB-001879;DOC-2024-00686;2025-03-21;CLP;5988619;TRANSFERENCIA;
COB-002237;DOC-2024-00023;2025-03-21;USD;8705.93;TRANSFERENCIA;FCT-2024-0076
COB-002252;DOC-2024-01939;2025-03-21;CLP;22442966;CHEQUE;
COB-002306;DOC-2024-01770;2025-03-21;CLP;736384;TRANSFERENCIA;
COB-002428;DOC-2025-02135;2025-03-21;USD;14320.03;TRANSFERENCIA;
COB-002433;DOC-2025-02959;2025-03-21;CLP;6454067;TRANSFERENCIA;
COB-002445;DOC-2025-04125;2025-03-21;CLP;5156428;TRANSFERENCIA;
COB-002525;DOC-2025-03544;2025-03-21;CLP;6012349;TRANSFERENCIA;
COB-000525;DOC-2024-00827;2025-03-24;CLP;3508129;TRANSFERENCIA;
COB-001875;DOC-2024-00283;2025-03-24;USD;6398.77;TRANSFERENCIA;
COB-002050;DOC-2024-00302;2025-03-24;USD;124451.65;TRANSFERENCIA;
COB-002083;DOC-2024-00740;2025-03-24;CLP;4928373;TRANSFERENCIA;
COB-002146;DOC-2024-01399;2025-03-24;CLP;7873384;TRANSFERENCIA;
COB-002239;DOC-2024-00234;2025-03-24;USD;409986.97;CHEQUE;
COB-002327;DOC-2024-00935;2025-03-24;CLP;562209;TRANSFERENCIA;
COB-002397;DOC-2024-00261;2025-03-24;USD;48054.97;TRANSFERENCIA;
COB-002407;DOC-2024-01882;2025-03-24;CLP;9177251;TRANSFERENCIA;
COB-002411;DOC-2024-02015;2025-03-24;CLP;14545664;TRANSFERENCIA;
COB-002493;DOC-2025-02887;2025-03-24;CLP;2021781;TRANSFERENCIA;
COB-002496;DOC-2025-03251;2025-03-24;CLP;3936777;TRANSFERENCIA;
COB-002548;DOC-2025-03800;2025-03-24;CLP;38656487;CHEQUE;
COB-002649;DOC-2025-02648;2025-03-24;CLP;2451868;TRANSFERENCIA;
COB-002978;DOC-2025-03774;2025-03-24;CLP;27493146;TRANSFERENCIA;
COB-001062;DOC-2024-01340;2025-03-25;CLP;9534998;TRANSFERENCIA;
COB-001348;DOC-2024-00565;2025-03-25;CLP;7190529;TRANSFERENCIA;
COB-002357;DOC-2024-00025;2025-03-25;USD;166497.85;TRANSFERENCIA;
COB-002449;DOC-2025-02872;2025-03-25;CLP;27382008;TRANSFERENCIA;
