fecha;moneda;tipo_cambio_clp;tipo_publicacion
2025-09-11;CLP;1.00;OBSERVADO
2025-09-12;USD;919.96;OBSERVADO
2025-09-12;CLP;1.00;OBSERVADO
2025-09-13;USD;919.96;ARRASTRE
2025-09-13;CLP;1.00;ARRASTRE
2025-09-14;USD;919.96;ARRASTRE
2025-09-14;CLP;1.00;ARRASTRE
2025-09-15;USD;915.05;OBSERVADO
2025-09-15;CLP;1.00;OBSERVADO
2025-09-16;USD;917.60;OBSERVADO
2025-09-16;CLP;1.00;OBSERVADO
2025-09-17;USD;925.79;OBSERVADO
2025-09-17;CLP;1.00;OBSERVADO
2025-09-18;USD;925.79;ARRASTRE
2025-09-18;CLP;1.00;ARRASTRE
2025-09-19;USD;925.79;ARRASTRE
2025-09-19;CLP;1.00;ARRASTRE
2025-09-20;USD;925.79;ARRASTRE
2025-09-20;CLP;1.00;ARRASTRE
2025-09-21;USD;925.79;ARRASTRE
2025-09-21;CLP;1.00;ARRASTRE
2025-09-22;USD;931.29;OBSERVADO
2025-09-22;CLP;1.00;OBSERVADO
2025-09-23;USD;929.58;OBSERVADO
2025-09-23;CLP;1.00;OBSERVADO
2025-09-24;USD;926.43;OBSERVADO
2025-09-24;CLP;1.00;OBSERVADO
2025-09-25;USD;919.90;OBSERVADO
2025-09-25;CLP;1.00;OBSERVADO
2025-09-26;USD;924.97;OBSERVADO
2025-09-26;CLP;1.00;OBSERVADO
2025-09-27;USD;924.97;ARRASTRE
2025-09-27;CLP;1.00;ARRASTRE
2025-09-28;USD;924.97;ARRASTRE
2025-09-28;CLP;1.00;ARRASTRE
2025-09-29;USD;926.15;OBSERVADO
2025-09-29;CLP;1.00;OBSERVADO
2025-09-30;USD;927.18;OBSERVADO
2025-09-30;CLP;1.00;OBSERVADO
2025-10-01;USD;922.45;OBSERVADO
2025-10-01;CLP;1.00;OBSERVADO
2025-10-02;USD;923.00;OBSERVADO
2025-10-02;CLP;1.00;OBSERVADO
2025-10-03;USD;928.76;OBSERVADO
2025-10-03;CLP;1.00;OBSERVADO
2025-10-04;USD;928.76;ARRASTRE
2025-10-04;CLP;1.00;ARRASTRE
2025-10-05;USD;928.76;ARRASTRE
2025-10-05;CLP;1.00;ARRASTRE
2025-10-06;USD;929.82;OBSERVADO
2025-10-06;CLP;1.00;OBSERVADO
2025-10-07;USD;931.80;OBSERVADO
2025-10-07;CLP;1.00;OBSERVADO
2025-10-08;USD;931.63;OBSERVADO
2025-10-08;CLP;1.00;OBSERVADO
2025-10-09;USD;938.88;OBSERVADO
2025-10-09;CLP;1.00;OBSERVADO
2025-10-10;USD;941.16;OBSERVADO
2025-10-10;CLP;1.00;OBSERVADO
2025-10-11;USD;941.16;ARRASTRE
2025-10-11;CLP;1.00;ARRASTRE
2025-10-12;USD;941.16;ARRASTRE
2025-10-12;CLP;1.00;ARRASTRE
2025-10-13;USD;942.63;OBSERVADO
2025-10-13;CLP;1.00;OBSERVADO
2025-10-14;USD;938.51;OBSERVADO
2025-10-14;CLP;1.00;OBSERVADO
2025-10-15;USD;932.48;OBSERVADO
2025-10-15;CLP;1.00;OBSERVADO
2025-10-16;USD;935.75;OBSERVADO
2025-10-16;CLP;1.00;OBSERVADO
2025-10-17;USD;941.29;OBSERVADO
2025-10-17;CLP;1.00;OBSERVADO
2025-10-18;USD;941.29;ARRASTRE
2025-10-18;CLP;1.00;ARRASTRE
2025-10-19;USD;941.29;ARRASTRE
2025-10-19;CLP;1.00;ARRASTRE
2025-10-20;USD;938.14;OBSERVADO
2025-10-20;CLP;1.00;OBSERVADO
2025-10-21;USD;938.22;OBSERVADO
2025-10-21;CLP;1.00;OBSERVADO
2025-10-22;USD;942.08;OBSERVADO
2025-10-22;CLP;1.00;OBSERVADO
2025-10-23;USD;935.67;OBSERVADO
2025-10-23;CLP;1.00;OBSERVADO
2025-10-24;USD;935.32;OBSERVADO
2025-10-24;CLP;1.00;OBSERVADO
2025-10-25;USD;935.32;ARRASTRE
2025-10-25;CLP;1.00;ARRASTRE
2025-10-26;USD;935.32;ARRASTRE
2025-10-26;CLP;1.00;ARRASTRE
2025-10-27;USD;931.24;OBSERVADO
2025-10-27;CLP;1.00;OBSERVADO
2025-10-28;USD;932.82;OBSERVADO
2025-10-28;CLP;1.00;OBSERVADO
2025-10-29;USD;921.85;OBSERVADO
2025-10-29;CLP;1.00;OBSERVADO
2025-10-30;USD;924.73;OBSERVADO
2025-10-30;CLP;1.00;OBSERVADO
2025-10-31;USD;924.73;ARRASTRE
2025-10-31;CLP;1.00;ARRASTRE
2025-11-01;USD;924.73;ARRASTRE
2025-11-01;CLP;1.00;ARRASTRE
2025-11-02;USD;924.73;ARRASTRE
2025-11-02;CLP;1.00;ARRASTRE
2025-11-03;USD;927.43;OBSERVADO
2025-11-03;CLP;1.00;OBSERVADO
2025-11-04;USD;929.03;OBSERVADO
2025-11-04;CLP;1.00;OBSERVADO
2025-11-05;USD;931.47;OBSERVADO
2025-11-05;CLP;1.00;OBSERVADO
2025-11-06;USD;930.14;OBSERVADO
2025-11-06;CLP;1.00;OBSERVADO
2025-11-07;USD;928.57;OBSERVADO
2025-11-07;CLP;1.00;OBSERVADO
2025-11-08;USD;928.57;ARRASTRE
2025-11-08;CLP;1.00;ARRASTRE
2025-11-09;USD;928.57;ARRASTRE
2025-11-09;CLP;1.00;ARRASTRE
2025-11-10;USD;931.91;OBSERVADO
2025-11-10;CLP;1.00;OBSERVADO
2025-11-11;USD;937.02;OBSERVADO
2025-11-11;CLP;1.00;OBSERVADO
2025-11-12;USD;938.97;OBSERVADO
2025-11-12;CLP;1.00;OBSERVADO
2025-11-13;USD;938.24;OBSERVADO
2025-11-13;CLP;1.00;OBSERVADO
2025-11-14;USD;945.04;OBSERVADO
2025-11-14;CLP;1.00;OBSERVADO
2025-11-15;USD;945.04;ARRASTRE
2025-11-15;CLP;1.00;ARRASTRE
2025-11-16;USD;945.04;ARRASTRE
2025-11-16;CLP;1.00;ARRASTRE
2025-11-17;USD;943.33;OBSERVADO
2025-11-17;CLP;1.00;OBSERVADO
2025-11-18;USD;943.58;OBSERVADO
2025-11-18;CLP;1.00;OBSERVADO
2025-11-19;USD;939.94;OBSERVADO
2025-11-19;CLP;1.00;OBSERVADO
2025-11-20;USD;939.50;OBSERVADO
2025-11-20;CLP;1.00;OBSERVADO
2025-11-21;USD;938.10;OBSERVADO
2025-11-21;CLP;1.00;OBSERVADO
2025-11-22;USD;938.10;ARRASTRE
2025-11-22;CLP;1.00;ARRASTRE
2025-11-23;USD;938.10;ARRASTRE
2025-11-23;CLP;1.00;ARRASTRE
2025-11-24;USD;941.84;OBSERVADO
2025-11-24;CLP;1.00;OBSERVADO
2025-11-25;USD;944.18;OBSERVADO
2025-11-25;CLP;1.00;OBSERVADO
2025-11-26;USD;953.40;OBSERVADO
2025-11-26;CLP;1.00;OBSERVADO
2025-11-27;USD;955.65;OBSERVADO
2025-11-27;CLP;1.00;OBSERVADO
2025-11-28;USD;952.82;OBSERVADO
2025-11-28;CLP;1.00;OBSERVADO
2025-11-29;USD;952.82;ARRASTRE
2025-11-29;CLP;1.00;ARRASTRE
2025-11-30;USD;952.82;ARRASTRE
2025-11-30;CLP;1.00;ARRASTRE
2025-12-01;USD;950.16;OBSERVADO
2025-12-01;CLP;1.00;OBSERVADO
2025-12-02;USD;957.86;OBSERVADO
2025-12-02;CLP;1.00;OBSERVADO
2025-12-03;USD;952.01;OBSERVADO
2025-12-03;CLP;1.00;OBSERVADO
2025-12-04;USD;940.73;OBSERVADO
2025-12-04;CLP;1.00;OBSERVADO
2025-12-05;USD;940.77;OBSERVADO
2025-12-05;CLP;1.00;OBSERVADO
2025-12-06;USD;940.77;ARRASTRE
2025-12-06;CLP;1.00;ARRASTRE
2025-12-07;USD;940.77;ARRASTRE
2025-12-07;CLP;1.00;ARRASTRE
2025-12-08;USD;940.77;ARRASTRE
2025-12-08;CLP;1.00;ARRASTRE
2025-12-09;USD;944.86;OBSERVADO
2025-12-09;CLP;1.00;OBSERVADO
2025-12-10;USD;947.65;OBSERVADO
2025-12-10;CLP;1.00;OBSERVADO
2025-12-11;USD;947.17;OBSERVADO
2025-12-11;CLP;1.00;OBSERVADO
2025-12-12;USD;949.79;OBSERVADO
2025-12-12;CLP;1.00;OBSERVADO
2025-12-13;USD;949.79;ARRASTRE
2025-12-13;CLP;1.00;ARRASTRE
2025-12-14;USD;949.79;ARRASTRE
2025-12-14;CLP;1.00;ARRASTRE
2025-12-15;USD;956.62;OBSERVADO
2025-12-15;CLP;1.00;OBSERVADO
2025-12-16;USD;953.92;OBSERVADO
2025-12-16;CLP;1.00;OBSERVADO
2025-12-17;USD;960.15;OBSERVADO
2025-12-17;CLP;1.00;OBSERVADO
2025-12-18;USD;960.80;OBSERVADO
2025-12-18;CLP;1.00;OBSERVADO
2025-12-19;USD;965.67;OBSERVADO
2025-12-19;CLP;1.00;OBSERVADO
2025-12-20;USD;965.67;ARRASTRE
2025-12-20;CLP;1.00;ARRASTRE
2025-12-21;USD;965.67;ARRASTRE
2025-12-21;CLP;1.00;ARRASTRE
2025-12-22;USD;966.35;OBSERVADO
2025-12-22;CLP;1.00;OBSERVADO
2025-12-23;USD;973.41;OBSERVADO
2025-12-23;CLP;1.00;OBSERVADO
2025-12-24;USD;981.45;OBSERVADO
2025-12-24;CLP;1.00;OBSERVADO
2025-12-25;USD;981.45;ARRASTRE
2025-12-25;CLP;1.00;ARRASTRE
2025-12-26;USD;979.54;OBSERVADO
2025-12-26;CLP;1.00;OBSERVADO
2025-12-27;USD;979.54;ARRASTRE
2025-12-27;CLP;1.00;ARRASTRE
2025-12-28;USD;979.54;ARRASTRE
2025-12-28;CLP;1.00;ARRASTRE
2025-12-29;USD;986.10;OBSERVADO
2025-12-29;CLP;1.00;OBSERVADO
2025-12-30;USD;985.74;OBSERVADO
2025-12-30;CLP;1.00;OBSERVADO
2025-12-31;USD;981.16;OBSERVADO
2025-12-31;CLP;1.00;OBSERVADO
